file_name,rows,columns,modality,view_position,photometric_interpretation,has_pixel_data
e79dc2fb-15d1-4ffb-a2c5-2236747918cb.dcm,1024,1024,CR,PA,MONOCHROME2,True
c87aef02-b3c2-4b42-86dd-9bd89f014b72.dcm,1024,1024,CR,PA,MONOCHROME2,True
68a43ce5-2021-4c3c-8e62-11a93d132ff5.dcm,1024,1024,CR,PA,MONOCHROME2,True
af8b2dd5-e469-4be9-bdb3-027d7a1a3dc0.dcm,1024,1024,CR,PA,MONOCHROME2,True
d1971a81-9fac-4fd4-82b8-8d51847bf4df.dcm,1024,1024,CR,PA,MONOCHROME2,True
fa9acd74-3b4a-42a4-9726-fae933108fe8.dcm,1024,1024,CR,AP,MONOCHROME2,True
efd57230-4266-464e-bc6a-7df5f1e83be3.dcm,1024,1024,CR,AP,MONOCHROME2,True
a47bcc17-20c6-4144-aca7-6032540b33e9.dcm,1024,1024,CR,AP,MONOCHROME2,True
aff963a8-7c66-453f-b247-b99fac926e2f.dcm,1024,1024,CR,PA,MONOCHROME2,True
8957ebd9-d891-412f-8bd7-7ecb149c4967.dcm,1024,1024,CR,PA,MONOCHROME2,True
4e2b6802-a843-46c0-9596-a00f795bcd63.dcm,1024,1024,CR,PA,MONOCHROME2,True
9575f8d4-6d15-448e-a615-da0d60c2a961.dcm,1024,1024,CR,AP,MONOCHROME2,True
934849ac-d463-40af-b5e5-d5bee91b143f.dcm,1024,1024,CR,PA,MONOCHROME2,True
69482e41-3263-4791-aecc-41eba42bd6f4.dcm,1024,1024,CR,PA,MONOCHROME2,True
5fcaa9d7-232e-43f1-a6b3-e0b23fa21152.dcm,1024,1024,CR,AP,MONOCHROME2,True
3c6ccc55-8e35-4218-8c9e-8e7a55783262.dcm,1024,1024,CR,PA,MONOCHROME2,True
d2110d1b-304a-4989-afc1-76b600a9bc61.dcm,1024,1024,CR,PA,MONOCHROME2,True
bbbf604e-8e1a-4d96-ae15-f8c51ed31854.dcm,1024,1024,CR,AP,MONOCHROME2,True
082fb468-30f1-43c1-ac04-62d16fdd883b.dcm,1024,1024,CR,AP,MONOCHROME2,True
a9dbe0c0-3f75-4917-b44a-928692f5add0.dcm,1024,1024,CR,PA,MONOCHROME2,True
882203ce-6bd1-4fee-905f-2d72d9dde0ce.dcm,1024,1024,CR,AP,MONOCHROME2,True
67ce8121-c2fd-493a-ae78-f256b3c1b0f0.dcm,1024,1024,CR,PA,MONOCHROME2,True
e474a668-922e-476f-a640-2f5d4bc9e981.dcm,1024,1024,CR,PA,MONOCHROME2,True
70d1a8c6-ce6b-4393-b278-6ae850aa7219.dcm,1024,1024,CR,AP,MONOCHROME2,True
44e28616-f4ba-466d-b345-e084a38674d6.dcm,1024,1024,CR,PA,MONOCHROME2,True
c8e8c3ff-52e1-44bb-84b0-e2a90ffcfd32.dcm,1024,1024,CR,PA,MONOCHROME2,True
0db8b03b-efb4-4a92-9c82-39a5bfecb689.dcm,1024,1024,CR,PA,MONOCHROME2,True
115bf7b6-065a-46eb-bd14-f4afbc8384f3.dcm,1024,1024,CR,AP,MONOCHROME2,True
990fb092-1104-4121-a5a9-4869dd53412e.dcm,1024,1024,CR,PA,MONOCHROME2,True
ada5d3a7-098d-4691-ba53-e633cfd3b86f.dcm,1024,1024,CR,AP,MONOCHROME2,True
fa1294ec-d2af-4945-b9cb-62cc2d6ee6de.dcm,1024,1024,CR,PA,MONOCHROME2,True
f12c1c3c-a543-41be-8a53-30d5b1487f66.dcm,1024,1024,CR,AP,MONOCHROME2,True
61d1d633-b916-4c45-bdd4-cbd800153f00.dcm,1024,1024,CR,PA,MONOCHROME2,True
d8578918-1047-496a-b9f1-36ae4d0e53da.dcm,1024,1024,CR,PA,MONOCHROME2,True
dcc879b2-a7f1-4526-95af-e87539dc4925.dcm,1024,1024,CR,AP,MONOCHROME2,True
f3b015ab-e337-4e7f-971d-eb7cc3dd4e92.dcm,1024,1024,CR,PA,MONOCHROME2,True
6ec1d594-7b14-4cf3-ba88-0cbe289ed993.dcm,1024,1024,CR,AP,MONOCHROME2,True
b695950b-fcfd-47a6-8766-ce287cc3d415.dcm,1024,1024,CR,AP,MONOCHROME2,True
02099738-7465-4786-b71c-de8cdac477c3.dcm,1024,1024,CR,AP,MONOCHROME2,True
bb272e4b-417c-457b-8a33-7c8b2278fdcc.dcm,1024,1024,CR,PA,MONOCHROME2,True
adc2cce9-624a-4be6-80f4-de648737f6e4.dcm,1024,1024,CR,PA,MONOCHROME2,True
be50bdf3-f7c1-4f8f-8eba-76a22dc59de5.dcm,1024,1024,CR,PA,MONOCHROME2,True
b9547ac0-bf73-40a7-8524-96faaa848605.dcm,1024,1024,CR,AP,MONOCHROME2,True
83380c83-a884-438d-aab2-addedcb566d0.dcm,1024,1024,CR,PA,MONOCHROME2,True
8dce5367-bd3f-4652-ae2d-a114bd1a7e0f.dcm,1024,1024,CR,PA,MONOCHROME2,True
42c5ee55-68c6-4136-a533-779a9c4438b7.dcm,1024,1024,CR,PA,MONOCHROME2,True
764ae03e-966a-48d2-ad73-bdbe10274eea.dcm,1024,1024,CR,PA,MONOCHROME2,True
cae49e79-ef94-4142-a603-19a4c63305a1.dcm,1024,1024,CR,PA,MONOCHROME2,True
65fad8ec-0707-4dd2-8753-5a8dadec1717.dcm,1024,1024,CR,AP,MONOCHROME2,True
cd998117-d583-4316-b9b0-a2a67403ac09.dcm,1024,1024,CR,PA,MONOCHROME2,True
1620067b-02c9-4f3d-9b49-a1b7f6f77358.dcm,1024,1024,CR,AP,MONOCHROME2,True
16fbf1ae-c5fb-45f4-ba27-8880b5bdb1be.dcm,1024,1024,CR,PA,MONOCHROME2,True
8dd9cf58-1874-4592-b5aa-f5fd962337fd.dcm,1024,1024,CR,AP,MONOCHROME2,True
8ae822ae-a656-47ba-ac5b-848ce2256575.dcm,1024,1024,CR,AP,MONOCHROME2,True
ba0354d6-bf41-4e15-bade-9874cf47a9f5.dcm,1024,1024,CR,PA,MONOCHROME2,True
4a2fc972-fdde-4f8f-b3d2-2895bdc75432.dcm,1024,1024,CR,PA,MONOCHROME2,True
9680a3f0-01ca-4c8b-8d09-d209f72108ea.dcm,1024,1024,CR,AP,MONOCHROME2,True
e44ab157-4b17-4afe-9ca0-65ddfd15ae0c.dcm,1024,1024,CR,PA,MONOCHROME2,True
b6d66150-da36-4388-99bb-09e727f2eda1.dcm,1024,1024,CR,AP,MONOCHROME2,True
7c240d6a-2230-41f2-a4cd-9f0d00466074.dcm,1024,1024,CR,PA,MONOCHROME2,True
c8ad32ab-daa1-4ab6-843f-d9bd4fe81400.dcm,1024,1024,CR,PA,MONOCHROME2,True
a69341df-a6e7-467c-8b9b-6fef2e441e82.dcm,1024,1024,CR,PA,MONOCHROME2,True
3810c7be-ecfe-47f6-bdf9-39fcb52e9c6f.dcm,1024,1024,CR,AP,MONOCHROME2,True
f65222d9-14c9-429f-b4a4-97faa79ad44c.dcm,1024,1024,CR,PA,MONOCHROME2,True
d1eb2eac-bfab-4ca9-92a9-b12356b10c5a.dcm,1024,1024,CR,PA,MONOCHROME2,True
8c3879d3-64dd-4522-a360-5f332b03b57b.dcm,1024,1024,CR,PA,MONOCHROME2,True
60503901-7daf-4af4-94ed-f5cb106b3727.dcm,1024,1024,CR,PA,MONOCHROME2,True
bdbe12af-d5d6-42e8-b17f-4a9f2c17d500.dcm,1024,1024,CR,PA,MONOCHROME2,True
5cc6b134-74ea-4443-b2f2-9e6d81d2010b.dcm,1024,1024,CR,PA,MONOCHROME2,True
7112e9c7-1c28-4663-bb84-696e0874e98c.dcm,1024,1024,CR,PA,MONOCHROME2,True
5f745654-4335-4aa8-91e7-dd26c42d6699.dcm,1024,1024,CR,PA,MONOCHROME2,True
d27802c9-4a7b-4680-b5ff-65a77c9a67d8.dcm,1024,1024,CR,PA,MONOCHROME2,True
e7763b77-4ec7-4dbe-af09-5e074b13689a.dcm,1024,1024,CR,PA,MONOCHROME2,True
97bafc90-db34-4d69-9067-3fbf282bea50.dcm,1024,1024,CR,PA,MONOCHROME2,True
99d7ec46-cb39-4769-8560-70c452a0ddc2.dcm,1024,1024,CR,PA,MONOCHROME2,True
a23ac27d-83b3-48b7-837a-dbbe83752ce3.dcm,1024,1024,CR,AP,MONOCHROME2,True
b2314db2-44f7-4fea-9a4a-a0d22f518ac6.dcm,1024,1024,CR,AP,MONOCHROME2,True
50ccf4b3-fb05-4e21-aa6a-73f93ce2f33f.dcm,1024,1024,CR,AP,MONOCHROME2,True
b7bda9f8-36fa-49a1-83e2-52889114a465.dcm,1024,1024,CR,PA,MONOCHROME2,True
4126caff-aaa9-48c1-8873-94b05cc5aa1d.dcm,1024,1024,CR,AP,MONOCHROME2,True
992fe163-9eed-42c7-aa23-4871eb857229.dcm,1024,1024,CR,PA,MONOCHROME2,True
9406b3c1-5b15-4f7c-a0c9-33dc6033789e.dcm,1024,1024,CR,PA,MONOCHROME2,True
a332b7c6-2db8-4158-a01b-ab2baff58cdc.dcm,1024,1024,CR,AP,MONOCHROME2,True
615b878f-b17c-4453-aa71-53638e9981c8.dcm,1024,1024,CR,PA,MONOCHROME2,True
09137a8c-017a-4bc3-8195-1d152b992cd0.dcm,1024,1024,CR,AP,MONOCHROME2,True
e3b95b4b-b2e4-47ff-9e2a-3af2e6fea49c.dcm,1024,1024,CR,AP,MONOCHROME2,True
92fcd289-7239-49a2-bf1c-e628e2e891eb.dcm,1024,1024,CR,PA,MONOCHROME2,True
783f8909-2032-4acf-ba6c-dad6f1bdee2f.dcm,1024,1024,CR,PA,MONOCHROME2,True
6222228a-e831-40b9-8d5e-eed896717642.dcm,1024,1024,CR,AP,MONOCHROME2,True
7f07dd3f-2917-4eef-810f-680c41d85e95.dcm,1024,1024,CR,PA,MONOCHROME2,True
be7b198b-1417-4536-ac79-13dfa0529287.dcm,1024,1024,CR,PA,MONOCHROME2,True
c75e992e-5dd4-452d-afcb-07d4d49124a0.dcm,1024,1024,CR,AP,MONOCHROME2,True
32176b3f-d931-4219-a5f8-e2af7eff02b3.dcm,1024,1024,CR,AP,MONOCHROME2,True
5d91c7e7-e7e1-4ce0-a9c5-e8cf231950f8.dcm,1024,1024,CR,AP,MONOCHROME2,True
4fb25225-3f58-472d-a2d7-89726f28448e.dcm,1024,1024,CR,AP,MONOCHROME2,True
ce16f0b3-8544-4404-a6f8-0ff6887be4c2.dcm,1024,1024,CR,PA,MONOCHROME2,True
8741ed59-b23a-4b7b-9113-cf359cc2bc41.dcm,1024,1024,CR,PA,MONOCHROME2,True
aa93c84b-e688-4e5e-a950-78dc063bcabc.dcm,1024,1024,CR,PA,MONOCHROME2,True
0b8d4689-aff3-472b-bad1-d12d648dbc2c.dcm,1024,1024,CR,AP,MONOCHROME2,True
09d11876-e367-473a-addf-f445b1a94bec.dcm,1024,1024,CR,PA,MONOCHROME2,True
beee42c2-9e3d-4fd9-a3ba-255743268904.dcm,1024,1024,CR,AP,MONOCHROME2,True
3d952d28-d05f-434c-a8bb-ce78cf8ab240.dcm,1024,1024,CR,PA,MONOCHROME2,True
14f29678-d258-4cef-bd42-352070353966.dcm,1024,1024,CR,PA,MONOCHROME2,True
d9b423cc-66a9-4b8c-b053-a86dd5ec9748.dcm,1024,1024,CR,AP,MONOCHROME2,True
6aa70d06-467f-41da-a0af-c17a05c5909c.dcm,1024,1024,CR,AP,MONOCHROME2,True
aa4a3a96-38d8-4b4a-82ba-670d17a6bb4c.dcm,1024,1024,CR,PA,MONOCHROME2,True
fe6ae853-4277-42f5-a0fe-09bb32bbdf56.dcm,1024,1024,CR,PA,MONOCHROME2,True
beea0aeb-4a7b-47c3-928a-e45f40bcfa53.dcm,1024,1024,CR,AP,MONOCHROME2,True
408b3cb3-42e7-44d7-a40c-34d412c3004d.dcm,1024,1024,CR,PA,MONOCHROME2,True
8c148eb8-5753-4d84-b4b0-9c3dc5fa5cab.dcm,1024,1024,CR,PA,MONOCHROME2,True
3a240406-146b-4521-a667-c15a29c67fdd.dcm,1024,1024,CR,PA,MONOCHROME2,True
b4587e51-7fa7-4264-84a0-2c000f98c0a3.dcm,1024,1024,CR,AP,MONOCHROME2,True
